3,35.92873360747151,120.1443084022796,,1,山东省青岛市黄岛区灵山卫街道东岳东路龙峰山庄(东岳东路)
4,35.9283061323443,120.14382690921805,,1,山东省青岛市黄岛区灵山卫街道东岳东路润芝林金星幼儿园
5,35.9279775,120.1432662,,1,山东省青岛市黄岛区东岳东路3409号靠近润芝林金星幼儿园
6,35.9278408,120.1429161,,1,山东省青岛市黄岛区东岳东路477号靠近观海华庭二期
7,35.9276708,120.1423944,,1,山东省青岛市黄岛区东岳东路535号靠近观海华庭二期
8,35.9274773,120.1415210,,1,山东省青岛市黄岛区东岳东路535号靠近观海华庭二期
9,35.9273373,120.1409726,,1,山东省青岛市黄岛区东岳东路535号靠近观海华庭
10,35.9271638,120.1401392,,1,山东省青岛市黄岛区东岳东路563号靠近日出印象
11,35.9270605,120.1396741,,1,山东省青岛市黄岛区东岳东路565号靠近日出印象
12,35.9269687,120.1387773,,1,山东省青岛市黄岛区大湾港路3219号靠近灵山卫祥捷机动车检测站
13,35.9269470,120.1386623,,1,山东省青岛市黄岛区东岳东路301号靠近亿联吉凯利公寓
14,35.9268870,120.1384423,,1,山东省青岛市黄岛区东岳东路301号靠近亿联吉凯利公寓
15,35.9269086,120.1382539,,1,山东省青岛市黄岛区大湾港路314号靠近青岛鑫发石化加油站
16,35.9266551,120.1370321,,1,山东省青岛市黄岛区东岳东路3205号靠近亿联吉凯利公寓
17,35.9264501,120.1363770,,1,山东省青岛市黄岛区东岳东路3189号靠近亿联吉凯利公寓
18,35.9264801,120.1362770,,1,山东省青岛市黄岛区东岳东路3183号靠近九鑫达办公家具消防批发
19,35.9264734,120.1362536,,1,山东省青岛市黄岛区东岳东路3183号靠近九鑫达办公家具消防批发
20,35.9265134,120.1362486,,1,山东省青岛市黄岛区东岳东路3195号靠近九鑫达办公家具消防批发
21,35.9261132,120.1346434,,1,山东省青岛市黄岛区东岳东路3121号靠近灵山卫(地铁站)
22,35.9260631,120.1343034,,1,山东省青岛市黄岛区东岳东路3121号靠近灵山卫(地铁站)
23,35.9259130,120.1335149,,1,山东省青岛市黄岛区东岳东路3111号靠近灵山卫(地铁站)
24,35.9255728,120.1322964,,1,山东省青岛市黄岛区东岳东路725号靠近灵山卫(地铁站)
25,35.9254412,120.1322180,,1,山东省青岛市黄岛区东岳东路725号靠近灵山卫(地铁站)
26,35.9252261,120.1316896,,1,山东省青岛市黄岛区东岳东路731号靠近灵山卫(地铁站)
27,35.9251294,120.1316530,,1,山东省青岛市黄岛区东岳东路733号靠近灵山卫(地铁站)
28,35.9251277,120.1313212,,1,山东省青岛市黄岛区东岳东路737号靠近灵山卫(地铁站)
29,35.9247526,120.1304578,,1,山东省青岛市黄岛区东岳东路743号靠近青岛润洋船舶配件有限公司
30,35.9246759,120.1301177,,1,山东省青岛市黄岛区东岳东路747号靠近云龙港湾
31,35.9241623,120.1284741,,1,山东省青岛市黄岛区东岳东路470号靠近东方华庭商郡
32,35.9240222,120.1280423,,1,山东省青岛市黄岛区东岳东路769号靠近东方华庭商郡
33,35.9238255,120.1274272,,1,山东省青岛市黄岛区东岳东路775号靠近东方华庭商郡
34,35.9236971,120.1270572,,1,山东省青岛市黄岛区东岳东路777号靠近东方华庭商郡
35,35.9235970,120.1267154,,1,山东省青岛市黄岛区东岳东路271号靠近东方华庭
36,35.9234720,120.1263520,,1,山东省青岛市黄岛区海港路275号靠近东方华庭商郡
37,35.9232502,120.1256002,,1,山东省青岛市黄岛区东岳东路789号靠近东方华庭
38,35.9230217,120.1249818,,1,山东省青岛市黄岛区东岳东路49号靠近东方华庭
39,35.9227866,120.1242317,,1,山东省青岛市黄岛区东岳东路811号靠近东方华庭
40,35.9226365,120.1237666,,1,山东省青岛市黄岛区东岳东路542号靠近东方华庭
41,35.9224414,120.1231114,,1,山东省青岛市黄岛区东岳东路4216-24号靠近东方华庭西区
42,35.9221729,120.1221913,,1,山东省青岛市黄岛区东岳东路4216-24号靠近瞭望山路幼儿园
43,35.9220479,120.1218645,,1,山东省青岛市黄岛区东岳东路4206号靠近建邦垅锦墅
44,35.9218644,120.1212427,,1,山东省青岛市黄岛区东岳东路800号靠近建邦垅锦墅
45,35.9216777,120.1206826,,1,山东省青岛市黄岛区东岳东路610号靠近建邦·听海东区
